Date,Accident_Severity,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Vehicle_Type,Road_Type,Speed_limit,Number_of_Casualties,Number_of_Vehicles,Latitude,Longitude
2021-01-09 00:08:38.745830,Slight,Fine no high winds,Dry,Daylight,Van,Dual carriageway,50,5,3,55.8181,1.4374
2021-01-10 22:54:40.587058,Serious,Raining no high winds,Dry,Darkness - lights lit,Car,Dual carriageway,70,2,1,56.6481,-3.8781
2021-01-12 21:40:42.428285,Slight,Raining no high winds,Dry,Daylight,Car,Single carriageway,30,1,2,51.0001,-3.0811
2021-01-14 20:26:44.269513,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,50,3,3,51.0837,1.358
2021-01-16 19:12:46.110740,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,40,4,1,56.5778,-0.5446
2021-01-18 17:58:47.951967,Serious,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,20,2,1,57.3753,-1.5213
2021-01-20 16:44:49.793195,Slight,Raining no high winds,Dry,Daylight,Bus or coach,Roundabout,20,5,3,56.326,-3.5668
2021-01-22 15:30:51.634422,Serious,Snowing no high winds,Wet or damp,Daylight,Goods vehicle,Roundabout,30,1,2,51.606,-0.3169
2021-01-24 14:16:53.475650,Slight,Fine + high winds,Dry,Darkness - lights lit,Motorcycle,Single carriageway,50,5,1,53.2922,-3.2421
2021-01-26 13:02:55.316877,Slight,Snowing no high winds,Wet or damp,Daylight,Motorcycle,Dual carriageway,40,4,3,54.8067,-0.3085
2021-01-28 11:48:57.158105,Slight,Raining no high winds,Wet or damp,Daylight,Car,Dual carriageway,40,3,2,51.2823,1.3855
2021-01-30 10:34:58.999332,Serious,Fine no high winds,Dry,Daylight,Van,Roundabout,20,4,1,51.6848,-1.0742
2021-02-01 09:21:00.840560,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,40,5,1,52.2631,-2.8225
2021-02-03 08:07:02.681787,Serious,Fine + high winds,Dry,Daylight,Bus or coach,Single carriageway,70,5,3,54.0761,-0.5609
2021-02-05 06:53:04.523015,Slight,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,30,4,3,54.0864,-1.1789
2021-02-07 05:39:06.364242,Slight,Fine no high winds,Frost or ice,Daylight,Pedal cycle,Single carriageway,50,4,2,56.5144,-1.0677
2021-02-09 04:25:08.205470,Serious,Fine no high winds,Wet or damp,Daylight,Bus or coach,Single carriageway,60,4,3,56.0241,-1.3704
2021-02-11 03:11:10.046697,Serious,Snowing no high winds,Dry,Daylight,Bus or coach,Single carriageway,60,1,3,57.3099,-0.2944
2021-02-13 01:57:11.887925,Serious,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,40,5,2,56.6632,-0.8543
2021-02-15 00:43:13.729152,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Dual carriageway,60,2,3,52.031,1.4285
2021-02-16 23:29:15.570380,Serious,Fine no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,30,1,2,52.6504,0.5422
2021-02-18 22:15:17.411607,Serious,Fine no high winds,Dry,Darkness - lights lit,Bus or coach,Single carriageway,60,1,2,54.0034,-2.5442
2021-02-20 21:01:19.252835,Serious,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,1,2,50.1142,-0.0083
2021-02-22 19:47:21.094062,Serious,Fine no high winds,Wet or damp,Daylight,Van,Single carriageway,30,2,3,57.2312,-2.8213
2021-02-24 18:33:22.935290,Serious,Fine no high winds,Dry,Daylight,Pedal cycle,Dual carriageway,30,4,2,50.3548,0.3029
2021-02-26 17:19:24.776517,Slight,Fine + high winds,Dry,Daylight,Car,Single carriageway,60,5,3,52.5795,-3.1884
2021-02-28 16:05:26.617745,Serious,Fine no high winds,Dry,Daylight,Goods vehicle,Single carriageway,30,3,2,54.5534,-1.3955
2021-03-02 14:51:28.458972,Slight,Fine + high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,3,3,54.1427,0.3483
2021-03-04 13:37:30.300200,Serious,Raining + high winds,Frost or ice,Darkness - no lighting,Car,Single carriageway,30,5,2,55.2357,-2.4594
2021-03-06 12:23:32.141427,Serious,Fine no high winds,Snow,Darkness - lights unlit,Car,Single carriageway,70,2,1,54.2202,0.6042
2021-03-08 11:09:33.982655,Slight,Raining no high winds,Wet or damp,Darkness - lights lit,Motorcycle,Roundabout,60,3,1,51.832,-0.4572
2021-03-10 09:55:35.823882,Serious,Fine no high winds,Dry,Daylight,Bus or coach,Single carriageway,40,1,1,51.6086,-1.8136
2021-03-12 08:41:37.665110,Slight,Raining + high winds,Dry,Daylight,Car,Single carriageway,50,3,2,57.258,-1.6712
2021-03-14 07:27:39.506337,Slight,Fine no high winds,Dry,Darkness - lights lit,Motorcycle,Single carriageway,40,5,3,52.1117,1.093
2021-03-16 06:13:41.347565,Serious,Raining no high winds,Dry,Daylight,Motorcycle,Single carriageway,30,1,2,52.2478,-2.8021
2021-03-18 04:59:43.188792,Slight,Raining no high winds,Wet or damp,Darkness - lights lit,Bus or coach,Dual carriageway,70,3,2,53.3036,-0.1865
2021-03-20 03:45:45.030020,Serious,Fine no high winds,Dry,Darkness - lights lit,Car,Dual carriageway,30,5,2,51.1155,-0.1099
2021-03-22 02:31:46.871247,Serious,Fine no high winds,Dry,Darkness - lights lit,Goods vehicle,Dual carriageway,30,2,2,54.0582,1.0735
2021-03-24 01:17:48.712474,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,5,3,55.3203,-0.0776
2021-03-26 00:03:50.553702,Slight,Raining no high winds,Dry,Daylight,Car,Single carriageway,40,2,2,56.288,-0.7854
2021-03-27 22:49:52.394929,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Roundabout,40,1,1,55.6916,0.9639
2021-03-29 21:35:54.236157,Slight,Raining no high winds,Dry,Darkness - no lighting,Car,One way street,40,5,1,51.1811,0.5602
2021-03-31 20:21:56.077384,Fatal,Fine no high winds,Flood over 3cm deep,Daylight,Pedal cycle,Single carriageway,30,4,1,53.6485,-0.0577
2021-04-02 19:07:57.918612,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Single carriageway,40,4,2,50.3087,-3.8208
2021-04-04 17:53:59.759839,Slight,Fine no high winds,Dry,Daylight,Bus or coach,Single carriageway,30,4,3,50.1424,-1.9456
2021-04-06 16:40:01.601067,Slight,Raining + high winds,Frost or ice,Darkness - lights unlit,Car,Single carriageway,30,4,3,53.521,-0.5246
2021-04-08 15:26:03.442294,Slight,Fine no high winds,Flood over 3cm deep,Daylight,Car,Single carriageway,30,4,3,52.0237,-1.1276
2021-04-10 14:12:05.283522,Serious,Fine no high winds,Wet or damp,Daylight,Taxi,Single carriageway,60,2,2,55.4669,-2.2437
2021-04-12 12:58:07.124749,Slight,Fine no high winds,Wet or damp,Daylight,Bus or coach,Dual carriageway,30,5,3,55.7939,-3.2057
2021-04-14 11:44:08.965977,Serious,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,50,1,1,57.1632,-0.9585
2021-04-16 10:30:10.807204,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,60,4,3,56.0855,-2.4275
2021-04-18 09:16:12.648432,Fatal,Fine no high winds,Dry,Daylight,Car,Single carriageway,50,4,2,50.386,-2.7185
2021-04-20 08:02:14.489659,Slight,Raining + high winds,Wet or damp,Daylight,Car,Roundabout,40,1,2,52.973,-1.8057
2021-04-22 06:48:16.330887,Slight,Fine no high winds,Wet or damp,Darkness - no lighting,Goods vehicle,Single carriageway,30,1,3,52.1842,0.3202
2021-04-24 05:34:18.172114,Fatal,Fine no high winds,Dry,Daylight,Bus or coach,Dual carriageway,30,4,2,53.0891,-1.3168
2021-04-26 04:20:20.013342,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,50,2,3,51.2806,-2.8093
2021-04-28 03:06:21.854569,Fatal,Fine no high winds,Wet or damp,Darkness - lights lit,Pedal cycle,Dual carriageway,40,1,3,50.7816,-3.357
2021-04-30 01:52:23.695797,Serious,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,60,5,1,54.1679,-1.2556
2021-05-02 00:38:25.537024,Slight,Fine no high winds,Wet or damp,Darkness - no lighting,Car,Single carriageway,60,5,2,55.7631,0.369
2021-05-03 23:24:27.378252,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,30,2,1,55.6153,-0.4095
2021-05-05 22:10:29.219479,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Motorcycle,Single carriageway,30,3,2,53.6076,-2.7232
2021-05-07 20:56:31.060707,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,50,2,3,54.1782,-1.5981
2021-05-09 19:42:32.901934,Slight,Raining no high winds,Frost or ice,Daylight,Car,Dual carriageway,30,4,2,54.1306,0.7038
2021-05-11 18:28:34.743162,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,20,3,3,55.5326,-3.0229
2021-05-13 17:14:36.584389,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,60,4,2,50.3834,-1.0736
2021-05-15 16:00:38.425617,Slight,Snowing no high winds,Wet or damp,Darkness - lights lit,Goods vehicle,Single carriageway,30,5,1,55.6792,-2.0407
2021-05-17 14:46:40.266844,Serious,Fine no high winds,Dry,Daylight,Car,Dual carriageway,70,1,1,54.6576,-3.317
2021-05-19 13:32:42.108072,Fatal,Raining no high winds,Dry,Daylight,Car,Slip road,60,4,3,51.5849,-3.7255
2021-05-21 12:18:43.949299,Fatal,Fine no high winds,Dry,Daylight,Bus or coach,Dual carriageway,60,5,1,50.3925,-0.9427
2021-05-23 11:04:45.790527,Serious,Fine + high winds,Dry,Darkness - lighting unknown,Pedal cycle,Single carriageway,30,2,3,50.8682,-3.8859
2021-05-25 09:50:47.631754,Slight,Fine + high winds,Wet or damp,Daylight,Van,Dual carriageway,30,4,3,54.1975,-3.431
2021-05-27 08:36:49.472981,Serious,Fine no high winds,Wet or damp,Daylight,Car,One way street,40,5,3,56.0673,-2.0884
2021-05-29 07:22:51.314209,Slight,Unknown,Dry,Daylight,Car,Roundabout,30,1,2,52.6773,-3.7606
2021-05-31 06:08:53.155436,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,4,3,53.033,-1.7976
2021-06-02 04:54:54.996664,Slight,Fine no high winds,Snow,Daylight,Car,Single carriageway,30,5,1,57.4732,-3.283
2021-06-04 03:40:56.837891,Slight,Fine + high winds,Dry,Darkness - no lighting,Pedal cycle,Single carriageway,30,4,2,51.7041,-2.0757
2021-06-06 02:26:58.679119,Serious,Fine + high winds,Dry,Daylight,Car,Single carriageway,30,1,1,50.83,0.3514
2021-06-08 01:13:00.520346,Serious,Fine no high winds,Wet or damp,Darkness - no lighting,Car,Dual carriageway,60,4,3,52.7473,-0.555
2021-06-09 23:59:02.361574,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,4,3,55.9674,-1.5503
2021-06-11 22:45:04.202801,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,20,5,1,55.0086,-3.4949
2021-06-13 21:31:06.044029,Fatal,Fine no high winds,Dry,Darkness - no lighting,Goods vehicle,Dual carriageway,50,3,2,53.3264,-0.5947
2021-06-15 20:17:07.885256,Slight,Fine + high winds,Dry,Daylight,Car,Roundabout,70,4,1,57.718,-3.0996
2021-06-17 19:03:09.726484,Slight,Fine no high winds,Wet or damp,Darkness - lights unlit,Car,Single carriageway,30,3,3,55.88,-3.5788
2021-06-19 17:49:11.567711,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,30,2,2,50.4949,-0.348
2021-06-21 16:35:13.408939,Serious,Fine no high winds,Dry,Darkness - lights unlit,Car,Single carriageway,40,4,3,55.9571,1.0163
2021-06-23 15:21:15.250166,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Roundabout,70,3,3,50.1923,-1.4667
2021-06-25 14:07:17.091394,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Roundabout,60,2,1,55.2026,-3.7745
2021-06-27 12:53:18.932621,Slight,Raining no high winds,Dry,Daylight,Motorcycle,Single carriageway,50,5,3,51.6839,0.8416
2021-06-29 11:39:20.773849,Serious,Unknown,Dry,Daylight,Bus or coach,Dual carriageway,30,4,1,55.5715,-3.6316
2021-07-01 10:25:22.615076,Serious,Raining + high winds,Wet or damp,Daylight,Pedal cycle,Roundabout,40,5,2,52.4782,0.7713
2021-07-03 09:11:24.456304,Slight,Fine no high winds,Dry,Daylight,Pedal cycle,Single carriageway,30,2,3,56.9841,-1.845
2021-07-05 07:57:26.297531,Fatal,Raining + high winds,Dry,Daylight,Van,Single carriageway,50,5,3,52.6953,-1.9903
2021-07-07 06:43:28.138759,Slight,Fine + high winds,Wet or damp,Daylight,Car,Dual carriageway,60,5,2,54.9576,-1.0146
2021-07-09 05:29:29.979986,Slight,Fine + high winds,Frost or ice,Darkness - lights lit,Car,Single carriageway,70,1,1,52.2874,1.264
2021-07-11 04:15:31.821214,Fatal,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,30,2,3,57.3378,0.9431
2021-07-13 03:01:33.662441,Slight,Fine no high winds,Wet or damp,Daylight,Pedal cycle,Roundabout,20,5,2,56.248,-1.4132
2021-07-15 01:47:35.503669,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Van,Dual carriageway,40,3,3,51.9464,-0.173
2021-07-17 00:33:37.344896,Slight,Fine no high winds,Dry,Daylight,Goods vehicle,Single carriageway,60,2,1,57.5904,-0.8076
2021-07-18 23:19:39.186124,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,60,1,1,52.8573,-0.186
2021-07-20 22:05:41.027351,Fatal,Fine no high winds,Dry,Daylight,Van,Single carriageway,30,4,1,55.2149,0.5613
2021-07-22 20:51:42.868579,Slight,Fine no high winds,Dry,Darkness - no lighting,Car,Single carriageway,30,5,1,55.9428,-3.8103
2021-07-24 19:37:44.709806,Serious,Raining no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,40,3,2,50.1832,-2.2083
2021-07-26 18:23:46.551034,Slight,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,30,1,3,57.6717,1.2763
2021-07-28 17:09:48.392261,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,60,2,2,52.7555,1.2213
2021-07-30 15:55:50.233489,Slight,Snowing no high winds,Frost or ice,Daylight,Car,Single carriageway,40,5,1,51.5182,-3.9383
2021-08-01 14:41:52.074716,Serious,Snowing no high winds,Dry,Darkness - lights lit,Car,Single carriageway,60,1,1,56.8057,-2.8921
2021-08-03 13:27:53.915943,Slight,Fine + high winds,Dry,Darkness - lights lit,Car,Slip road,40,1,1,55.6232,1.4657
2021-08-05 12:13:55.757171,Serious,Unknown,Dry,Darkness - lights lit,Motorcycle,Single carriageway,60,3,1,50.6939,-1.2895
2021-08-07 10:59:57.598398,Slight,Fine no high winds,Wet or damp,Daylight,Goods vehicle,Single carriageway,30,4,3,50.9364,-0.8492
2021-08-09 09:45:59.439626,Fatal,Snowing no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,60,4,1,55.7215,-3.0847
2021-08-11 08:32:01.280853,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,30,4,3,50.5983,0.9188
2021-08-13 07:18:03.122081,Serious,Fine no high winds,Wet or damp,Darkness - no lighting,Goods vehicle,Dual carriageway,40,2,1,57.3374,-2.728
2021-08-15 06:04:04.963308,Serious,Fine no high winds,Dry,Daylight,Pedal cycle,Single carriageway,30,1,3,55.9323,-2.9569
2021-08-17 04:50:06.804536,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,40,2,3,52.6839,-2.7453
2021-08-19 03:36:08.645763,Serious,Fine no high winds,Dry,Darkness - lighting unknown,Car,Single carriageway,30,1,1,52.9035,1.0579
2021-08-21 02:22:10.486991,Serious,Raining no high winds,Dry,Daylight,Car,Single carriageway,30,3,2,54.052,-0.1343
2021-08-23 01:08:12.328218,Slight,Fine + high winds,Snow,Darkness - lights lit,Car,Single carriageway,70,3,2,52.8878,0.2273
2021-08-24 23:54:14.169446,Slight,Raining no high winds,Dry,Darkness - lights lit,Motorcycle,Single carriageway,30,2,2,56.2677,-1.9263
2021-08-26 22:40:16.010673,Slight,Fine no high winds,Dry,Darkness - lighting unknown,Goods vehicle,Single carriageway,60,2,2,57.7979,1.0005
2021-08-28 21:26:17.851901,Serious,Fine + high winds,Wet or damp,Darkness - lighting unknown,Car,Single carriageway,70,3,2,54.6762,0.3417
2021-08-30 20:12:19.693128,Slight,Raining no high winds,Snow,Darkness - lights lit,Goods vehicle,Single carriageway,20,5,1,53.5683,0.1283
2021-09-01 18:58:21.534356,Serious,Fine no high winds,Dry,Daylight,Goods vehicle,Dual carriageway,50,4,1,51.7822,1.3402
2021-09-03 17:44:23.375583,Slight,Raining no high winds,Dry,Darkness - lights lit,Pedal cycle,Single carriageway,30,4,1,55.2275,-1.9859
2021-09-05 16:30:25.216811,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,20,3,1,55.4846,-0.6396
2021-09-07 15:16:27.058038,Slight,Fine no high winds,Dry,Darkness - lights lit,Pedal cycle,Single carriageway,30,4,1,55.4815,1.0046
2021-09-09 14:02:28.899266,Serious,Fog or mist,Dry,Darkness - no lighting,Car,One way street,70,5,1,50.2159,0.3499
2021-09-11 12:48:30.740493,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Roundabout,20,5,3,57.193,-0.9014
2021-09-13 11:34:32.581721,Slight,Fine no high winds,Flood over 3cm deep,Darkness - lights lit,Car,Single carriageway,40,1,3,52.7049,-3.5808
2021-09-15 10:20:34.422948,Slight,Raining + high winds,Dry,Daylight,Car,Single carriageway,40,2,1,55.9533,-0.41
2021-09-17 09:06:36.264176,Slight,Raining no high winds,Dry,Daylight,Bus or coach,Single carriageway,60,4,1,56.0785,-1.1039
2021-09-19 07:52:38.105403,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,5,3,55.2044,-2.987
2021-09-21 06:38:39.946631,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,50,2,3,53.1589,0.8524
2021-09-23 05:24:41.787858,Serious,Fine no high winds,Frost or ice,Darkness - lights unlit,Car,Dual carriageway,50,2,1,54.8671,-2.1121
2021-09-25 04:10:43.629086,Slight,Raining no high winds,Dry,Darkness - lights unlit,Motorcycle,Single carriageway,50,1,3,50.3216,-1.8689
2021-09-27 02:56:45.470313,Slight,Fine no high winds,Dry,Daylight,Car,Roundabout,70,2,2,56.0952,-0.3018
2021-09-29 01:42:47.311541,Slight,Fine no high winds,Wet or damp,Darkness - no lighting,Goods vehicle,Single carriageway,60,2,2,50.7967,-1.3116
2021-10-01 00:28:49.152768,Slight,Snowing no high winds,Dry,Darkness - lights lit,Car,Roundabout,20,3,2,53.174,-3.509
2021-10-02 23:14:50.993996,Slight,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,40,1,3,50.829,-1.8691
2021-10-04 22:00:52.835223,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,1,1,56.6966,-3.4804
2021-10-06 20:46:54.676450,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,30,4,1,54.4024,-2.9509
2021-10-08 19:32:56.517678,Slight,Raining no high winds,Snow,Darkness - no lighting,Car,Single carriageway,40,2,1,55.5276,-3.9605
2021-10-10 18:18:58.358905,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,30,4,3,55.4607,-3.0028
2021-10-12 17:05:00.200133,Serious,Fine no high winds,Snow,Darkness - lights lit,Van,Single carriageway,30,5,3,56.7328,-2.1825
2021-10-14 15:51:02.041360,Serious,Fine + high winds,Dry,Daylight,Motorcycle,Dual carriageway,70,2,2,51.0606,-1.0398
2021-10-16 14:37:03.882588,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,5,3,55.2778,1.056
2021-10-18 13:23:05.723815,Slight,Fine no high winds,Wet or damp,Daylight,Car,One way street,70,3,2,54.6011,-1.0282
2021-10-20 12:09:07.565043,Slight,Fine no high winds,Wet or damp,Daylight,Goods vehicle,Single carriageway,40,2,2,50.2472,-0.1192
2021-10-22 10:55:09.406270,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Slip road,50,4,1,51.6114,-2.0328
2021-10-24 09:41:11.247498,Fatal,Fine no high winds,Dry,Daylight,Car,Single carriageway,60,4,3,52.1406,0.134
2021-10-26 08:27:13.088725,Slight,Fine no high winds,Dry,Darkness - lights lit,Bus or coach,Dual carriageway,30,2,1,50.5805,-0.5874
2021-10-28 07:13:14.929953,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,30,4,1,52.8378,-1.4711
2021-10-30 05:59:16.771180,Slight,Fine no high winds,Dry,Darkness - lights lit,Motorcycle,Single carriageway,30,2,3,50.2176,-2.9343
2021-11-01 04:45:18.612408,Serious,Raining + high winds,Wet or damp,Daylight,Car,Roundabout,30,1,3,54.4255,-2.3305
2021-11-03 03:31:20.453635,Slight,Unknown,Dry,Daylight,Car,Single carriageway,70,4,2,51.692,-0.5848
2021-11-05 02:17:22.294863,Slight,Fine + high winds,Dry,Daylight,Motorcycle,Dual carriageway,60,2,2,52.296,-1.6567
2021-11-07 01:03:24.136090,Slight,Raining + high winds,Wet or damp,Daylight,Car,Dual carriageway,30,2,2,57.2838,0.8916
2021-11-08 23:49:25.977318,Slight,Fine no high winds,Wet or damp,Darkness - no lighting,Car,Single carriageway,30,4,2,54.0225,-2.7084
2021-11-10 22:35:27.818545,Slight,Snowing no high winds,Frost or ice,Daylight,Car,Single carriageway,30,1,1,52.1521,-3.5981
2021-11-12 21:21:29.659773,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Dual carriageway,30,4,1,54.7877,-0.7586
2021-11-14 20:07:31.501000,Slight,Snowing no high winds,Dry,Darkness - lighting unknown,Van,Single carriageway,50,2,3,51.6134,0.8733
2021-11-16 18:53:33.342228,Slight,Unknown,Wet or damp,Daylight,Goods vehicle,Dual carriageway,30,1,2,50.5952,-1.9939
2021-11-18 17:39:35.183455,Slight,Raining no high winds,Dry,Daylight,Bus or coach,Roundabout,40,5,2,50.1673,-0.4376
2021-11-20 16:25:37.024683,Slight,Unknown,Dry,Darkness - lights lit,Car,Single carriageway,20,3,2,57.6122,-2.7272
2021-11-22 15:11:38.865910,Slight,Raining no high winds,Wet or damp,Darkness - lights unlit,Car,Single carriageway,30,4,1,55.7969,-0.9284
2021-11-24 13:57:40.707138,Serious,Fine no high winds,Frost or ice,Darkness - no lighting,Car,Dual carriageway,50,2,3,56.3996,0.3274
2021-11-26 12:43:42.548365,Serious,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,1,1,57.8473,0.7687
2021-11-28 11:29:44.389593,Slight,Raining no high winds,Dry,Darkness - lights lit,Van,Single carriageway,70,1,3,57.453,-3.4218
2021-11-30 10:15:46.230820,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,60,5,3,55.8953,-2.0399
2021-12-02 09:01:48.072048,Slight,Raining no high winds,Dry,Darkness - lighting unknown,Car,Single carriageway,30,4,1,55.5519,-0.482
2021-12-04 07:47:49.913275,Slight,Unknown,Dry,Darkness - lights unlit,Car,Single carriageway,20,1,1,52.6948,-3.809
2021-12-06 06:33:51.754503,Serious,Fine no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,60,5,3,50.8321,-0.2016
2021-12-08 05:19:53.595730,Slight,Fine + high winds,Dry,Daylight,Car,Dual carriageway,70,2,1,54.5898,-1.0958
2021-12-10 04:05:55.436957,Fatal,Fog or mist,Snow,Daylight,Car,Single carriageway,60,5,1,54.61,-2.4129
2021-12-12 02:51:57.278185,Slight,Snowing no high winds,Wet or damp,Daylight,Car,Single carriageway,30,4,3,57.6179,0.4806
2021-12-14 01:37:59.119412,Slight,Snowing no high winds,Wet or damp,Darkness - lights lit,Pedal cycle,Slip road,70,5,3,53.5406,-2.4047
2021-12-16 00:24:00.960640,Serious,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,30,1,2,55.5265,1.4528
2021-12-17 23:10:02.801867,Serious,Unknown,Dry,Daylight,Pedal cycle,Roundabout,60,1,1,54.5998,0.49
2021-12-19 21:56:04.643095,Serious,Fine + high winds,Dry,Daylight,Goods vehicle,Single carriageway,70,3,3,51.4141,-0.1061
2021-12-21 20:42:06.484322,Serious,Fine no high winds,Wet or damp,Darkness - lighting unknown,Car,Dual carriageway,30,5,1,54.7365,-3.6626
2021-12-23 19:28:08.325550,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Goods vehicle,Single carriageway,70,2,1,54.3209,0.9737
2021-12-25 18:14:10.166777,Serious,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,30,4,3,53.9512,0.3453
2021-12-27 17:00:12.008005,Slight,Fine no high winds,Dry,Daylight,Van,Single carriageway,70,3,2,54.1074,-2.7404
2021-12-29 15:46:13.849232,Serious,Raining no high winds,Snow,Darkness - lighting unknown,Car,Single carriageway,30,5,3,51.3119,-1.8426
2021-12-31 14:32:15.690460,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Roundabout,70,2,3,53.7078,-2.5225
2022-01-02 13:18:17.531687,Serious,Fine no high winds,Frost or ice,Daylight,Car,Single carriageway,30,3,1,54.8452,1.4143
2022-01-04 12:04:19.372915,Slight,Raining no high winds,Flood over 3cm deep,Daylight,Car,Dual carriageway,60,1,2,53.9156,0.6981
2022-01-06 10:50:21.214142,Slight,Fine + high winds,Dry,Daylight,Taxi,Dual carriageway,40,4,3,53.9095,1.1162
2022-01-08 09:36:23.055370,Slight,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,40,5,1,50.6201,0.3383
2022-01-10 08:22:24.896597,Serious,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,30,2,3,51.5262,-1.4901
2022-01-12 07:08:26.737825,Slight,Fine no high winds,Dry,Darkness - no lighting,Car,Dual carriageway,60,1,1,52.5678,-2.8701
2022-01-14 05:54:28.579052,Slight,Fine no high winds,Dry,Daylight,Van,Single carriageway,30,3,3,53.3548,-2.8556
2022-01-16 04:40:30.420280,Slight,Fog or mist,Wet or damp,Darkness - lights lit,Car,Single carriageway,40,4,2,54.7515,-3.1657
2022-01-18 03:26:32.261507,Slight,Fine no high winds,Snow,Daylight,Car,Slip road,30,3,3,56.9068,-0.9934
2022-01-20 02:12:34.102735,Serious,Raining no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,70,3,1,51.2733,1.0598
2022-01-22 00:58:35.943962,Slight,Fine no high winds,Dry,Darkness - lights lit,Bus or coach,Single carriageway,20,2,3,50.1207,1.4549
2022-01-23 23:44:37.785190,Fatal,Fine no high winds,Wet or damp,Daylight,Car,Roundabout,30,1,2,53.5939,-2.4199
2022-01-25 22:30:39.626417,Slight,Raining + high winds,Snow,Daylight,Car,Single carriageway,30,5,2,53.4568,-0.1648
2022-01-27 21:16:41.467645,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Dual carriageway,30,2,2,54.4152,-0.716
2022-01-29 20:02:43.308872,Serious,Fine no high winds,Flood over 3cm deep,Daylight,Bus or coach,Single carriageway,30,4,2,56.6658,-1.3109
2022-01-31 18:48:45.150100,Serious,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,3,1,56.4189,-0.3383
2022-02-02 17:34:46.991327,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,60,4,3,50.8003,-1.9575
2022-02-04 16:20:48.832555,Slight,Fine no high winds,Dry,Darkness - lighting unknown,Car,Single carriageway,60,2,2,57.472,1.1947
